"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","php","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","sed","smi","alz","ptsd","tbi","ya","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","supem","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","snr","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanz_fluox","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","fep","aot","msnh","ipsy","shp","vahc","mmd","antpych","mprep","aims","fed","sotp","dea","mhc","samhsa","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Whitman Counseling Center","","288 Bedford Street","","Whitman","MA","02382","","Plymouth","781-447-6425","https://www.bamsi.org","42.0685702","-70.9488613","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","","","","","1","","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","",""
"Uplift Behavioral Health Services","","1717 Main Street","","Brockton","MA","02301","","Plymouth","508-301-3444","https://www.upliftbhs.org","42.0514011","-71.011742","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","","1","","1","1","","1","","","","","","","","","","","1","","","1","",""
"CleanSlate Centers","","170 Main Street","Units G4-G8","Tewksbury","MA","01876","","Middlesex","781-348-9041","https://www.cleanslatecenters.com","42.6264451","-71.2678161","SU","","1","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","1","","","","1","","","1","1","","1","1","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","1","1","","1","1","","1","","1","1","1","1","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vinfen Behavioral Health","","40 Church Street","","Lowell","MA","01852","","Middlesex","978-674-6744","https://vinfen.org","42.6416657","-71.307311","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","1","1","1","","1","","","","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Vinfen Behavioral Health","","40 Church Street","","Lowell","MA","01852","","Middlesex","978-674-6744","https://vinfen.org","42.6416657","-71.307311","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","","1","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","","1","1","1","1","","1","","1","1","","","1","","1","","","","1","1","","","1","","","","","1","1","1","1","1","","","","1","1","","1","","1","1","1","","1","1","1","","1","1","","","1","","1","1","1","1","","","1","","1","","","1","","","1","1","1","","1","1","","","","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Arbour Counseling Services","","21 George Street","","Lowell","MA","01852","","Middlesex","978-453-5736","https://arbourhealth.com","42.6420182","-71.3067695","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","","","1","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","","1","","1","","","","","","","","","","1","","1","",""
"Arbour Counseling Services","","21 George Street","","Lowell","MA","01852","","Middlesex","978-453-5736","https://arbourhealth.com","42.6420182","-71.3067695","SU","","1","","","","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","","","","","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","","","","","","","1","","","","","","","1","","","1","","1","","","","1","","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Riverbend","Ambulatory Services","101 Jackson Street","4th Floor","Lowell","MA","01852","","Middlesex","978-459-8656","https://www.riverbendmv.org","42.642321","-71.3101303","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","1","","","","1","1","1","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","1","","","","","","","","","","1","","1","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Riverbend","Ambulatory Services","101 Jackson Street","4th Floor","Lowell","MA","01852","","Middlesex","978-459-8656","https://www.riverbendmv.org","42.6421647","-71.3105985","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","1","1","","1","1","1","","","1","1","","","","","1","1","","1","1","1","","1","","1","","","","1","","1","1","","1","1","1","","","1","","","","1","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Lowell Community Health Center Inc","Behavioral Health Services Outpatient","161 Jackson Street","","Lowell","MA","01852","","Middlesex","978-937-9700 x6730","https://www.lchealth.org","42.6418133","-71.3115185","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","","","1","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","1","","","1","1","1","","1","","","","","1","","","","","","","1","","1","","1","","","","","1","","","","",""
"Lowell Community Health Center Inc","Behavioral Health Services Outpatient","161 Jackson Street","","Lowell","MA","01852","","Middlesex","978-937-9700 x6730","https://www.lchealth.org","42.6423818","-71.3108989","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","1","","","","1","","","","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","1","1","","","1","","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","1","1","","1","1","","","","","1","1","","","","","","","","1","","1","","","","","1","","","","",""
"Vinfen Behavioral Health","","439 South Union Street","Suite 207","Lawrence","MA","01841","","Essex","978-674-6744","https://vinfen.org","42.6909285","-71.155806","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","1","1","1","","1","","","","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Vinfen Behavioral Health","","439 South Union Street","Suite 207","Lawrence","MA","01841","","Essex","978-674-6744","https://vinfen.org","42.6909285","-71.155806","SU","","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","","","1","1","1","","1","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","1","","","","","","","","","","1","1","","1","","1","1","","","1","","1","","","","1","1","","","1","","","","","1","1","1","1","1","","","","","","","1","","1","1","1","","1","1","","","","","","","1","","1","1","","1","","","1","","1","","","1","","","1","1","1","","1","1","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bridgewell Counseling Services","Lowell","35 Market Street","","Lowell","MA","01852","","Middlesex","978-459-0389","https://www.bridgewell.org","42.6445194","-71.3090821","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","1","","","","","","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","1","","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","1","","","","","","","1","","1","","","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","",""
"Bridgewell Counseling Services","Lowell","35 Market Street","","Lowell","MA","01852","","Middlesex","978-459-0389","https://www.bridgewell.org","42.6445161","-71.3091834","SU","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","1","1","1","","","","","1","","","","","","","","","1","1","","","1","","","","","1","1","1","1","","1","","","1","","","1","","1","1","1","","1","1","1","","","","1","","1","","1","","1","1","","","1","","1","","","","","","","1","","1","","1","","","","1","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mentor South Bay","","22 Old Canal Drive","","Lowell","MA","01851","","Middlesex","978-453-6800","https://mentorsouthbay.com","42.6232198","-71.3509598","SU","","1","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","1","1","","1","1","","1","","1","1","","","1","","1","","","","1","1","","","","","","","","1","1","","1","1","","","","1","","","","","1","1","1","","1","1","1","","","1","1","","1","","","","","","","1","","","1","","","1","","","1","1","1","","1","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Lowell Comprehensive Treatment Center","","22 Olde Canal Drive","","Lowell","MA","01851","","Middlesex","978-452-5155 x210","https://www.ctcprograms.com/location/lowell-comprehensive-treatment-center/","42.6232198","-71.3509598","SU","","1","","1","","1","","1","1","","1","1","","","","","1","","1","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","1","1","","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","1","","","1","1","","1","","","1","1","1","","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","","1","","","1","","","","","1","","1","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Mentor South Bay","","22 Old Canal Drive","","Lowell","MA","01851","","Middlesex","978-453-6800","https://mentorsouthbay.com","42.6232198","-71.3509598","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Northstar Recovery Center","","132 Turnpike Road","Suite 200","Southborough","MA","01772","","Worcester","888-339-5756","https://northstarrecoverycenter.com/","42.2913777","-71.5149026","MH","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","","1","1","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northstar Recovery Center","","132 Turnpike Road","Suite 200","Southborough","MA","01772","","Worcester","888-311-0911","https://www.NorthstarRecoveryCenter.com","42.2913777","-71.5149026","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","","1","","","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","1","","","","","","","1","","1","","1","1","1","1","","","","","","","1","","1","1","1","","","1","","","","","1","","","","","1","","1","","1","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middlesex Recovery PC","","2 Courthouse Lane","Unit 2","Chelmsford","MA","01824","","Middlesex","978-459-8074","https://www.middlesexrecovery.com/company/locations/chelmsford/","42.6240974","-71.3590567","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","1","","1","","","","","1","","1","1","","","1","","1","1","","","","","","1","","","","","","","1","1","","1","1","","","","1","","","","","1","1","1","","","","","","","","","","","1","1","","","1","","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Baldpate","Acute Treatment Services","83 Baldpate Road","","Georgetown","MA","01833","","Essex","978-352-2131 x139","https://detoxma.com","42.7051611","-71.011216","SU","","1","1","1","1","1","1","1","1","1","","1","","","","","1","","1","","","","","","","","","","","","1","","","","","","1","1","","1","","","1","","","1","","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","","1","","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","","","","1","","1","1","1","1","1","","1","1","1","","1","1","","1","","","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","1","","","","1","1","1","","","","","1","1","1","1","","1","","1","1","","1","1","1","","1","1","","1","","","1","1","","","","","1","1","","","","1","","","","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Baldpate","CSS","83 Baldpate Road","","Georgetown","MA","01833","","Essex","978-352-2131 x139","https://detoxma.com","42.7051611","-71.011216","SU","","1","","1","","1","","","1","1","","1","","","","","1","","1","","","","","","","","","","","","1","","","","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","","1","1","1","","","","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","","","","1","","","","","","","","1","1","1","","1","1","","1","","","","1","","","1","1","","","1","","","1","","","1","","","1","1","1","1","","","","1","1","","","","","1","1","1","1","1","","","","1","1","","1","1","1","","1","","","1","","","","","","1","","","1","1","1","","1","","","","","","1","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"CleanSlate Centers","","360 Merrimack Street","Building 9 Entrance G, 3rd Floor","Lawrence","MA","01843","","Essex","978-802-7331","https://www.cleanslatecenters.com","42.7036384","-71.1424002","SU","","1","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","1","","","","1","","","1","1","","1","1","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","1","1","","1","1","","1","","1","1","1","1","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mentor South Bay","","360 Merrimack Street","Building 9, Entrance H","Lawrence","MA","01843","","Essex","978-688-4830 x1150","https://mentorsouthbay.com","42.7046864","-71.1441826","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Topsail Addiction Treatment Inc","","231 Sutton Street","Unit 1-EC","North Andover","MA","01845","","Essex","978-475-0002","https://TopsailAddictiontreatment.com","42.7066318","-71.1297095","SU","","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","1","","1","1","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","1","1","1","1","","","1","","","1","","1","1","1","1","","1","","","","1","1","","","","1","1","","1","","1","","","","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Elm Tree Clinic","","12 Wood Street","Suite 2","Lowell","MA","01851","","Middlesex","833-356-8733","https://www.elmtreeclinic.com","42.6344762","-71.3552775","SU","","1","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","1","1","","1","1","","","1","1","","","","1","1","1","1","","","","","","","","","","1","1","1","","","1","","","","","","","1","","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","1","","","",""
